date,value_A,value_B,value_C
2019-10-30 20:52:50.284231,1108.3880015515674,448.9015637155347,2092.932842114636
2019-10-31 20:52:50.284231,911.0742949504953,463.82600949824916,1764.0738068435692
2019-11-01 20:52:50.284231,1048.559520416152,509.57389127997885,2178.67636916904
2019-11-02 20:52:50.284231,1047.3794733773775,531.5626361210298,1938.171351948232
2019-11-03 20:52:50.284231,1088.746267584288,514.5836014043249,1803.9527470592234
2019-11-04 20:52:50.284231,1127.658468443066,480.08006191872977,2271.0891319208863
2019-11-05 20:52:50.284231,1099.9902631106208,566.5895088918129,2128.6076992244016
2019-11-06 20:52:50.284231,814.4610303938631,403.1778181445223,1498.5452504110488
2019-11-07 20:52:50.284231,818.3810433600838,562.7089666910172,1981.4989577775082
2019-11-08 20:52:50.284231,1069.4343453512624,578.3880167022505,1899.2857551470574
2019-11-09 20:52:50.284231,979.414437515168,413.24946026573,1493.0825523656476
2019-11-10 20:52:50.284231,1052.367245557567,532.879849622225,2111.4254678473094
2019-11-11 20:52:50.284231,873.421945832772,604.344007535026,1755.4717388524225
2019-11-12 20:52:50.284231,912.5558208497883,620.6442947628752,1868.6902900496514
2019-11-13 20:52:50.284231,1047.7689354692025,482.6130040501148,1892.4608991606142
2019-11-14 20:52:50.284231,929.642961164115,464.05137319381714,1992.4736774494445
2019-11-15 20:52:50.284231,739.7283018711594,490.2655328280101,1982.8429091255207
2019-11-16 20:52:50.284231,1167.3319541164312,426.5140298943311,1955.6328274153245
2019-11-17 20:52:50.284231,1049.8086932042843,539.203032319833,1656.9729080626735
2019-11-18 20:52:50.284231,958.5712253801825,464.6191953328101,1799.9479063858744
2019-11-19 20:52:50.284231,980.4334124704036,542.0843482586893,1770.4975122045303
2019-11-20 20:52:50.284231,1004.8035617785323,509.9126501779766,2060.6568501346387
2019-11-21 20:52:50.284231,1020.4307003007076,543.8938409847522,2320.4687678029213
2019-11-22 20:52:50.284231,1107.9245759429855,438.187357450316,2217.1514085680146
2019-11-23 20:52:50.284231,922.2305505159208,556.6771716343168,1789.56653205372
2019-11-24 20:52:50.284231,914.2618941032525,427.19282937984235,2068.1249554963333
2019-11-25 20:52:50.284231,983.162832779076,469.46877782342847,1926.0139343880137
2019-11-26 20:52:50.284231,1002.5421601940159,565.9170384820807,1896.8018619811469
2019-11-27 20:52:50.284231,951.9401985503599,458.4920951797482,2552.3435531959462
2019-11-28 20:52:50.284231,964.8584070644899,480.5792392444513,2250.631477443177
2019-11-29 20:52:50.284231,870.7079923528358,547.0067052763864,2121.301933511161
2019-11-30 20:52:50.284231,1096.690087201706,477.20440270129853,2203.1079205303536
2019-12-01 20:52:50.284231,1099.5526688513544,489.3433184223772,1911.6970986326528
2019-12-02 20:52:50.284231,828.7930790958649,554.1153226445565,1752.1249135367652
2019-12-03 20:52:50.284231,1223.7744443361391,561.9314962084562,2304.796134780336
2019-12-04 20:52:50.284231,1034.7649704310859,512.5188449388654,1916.4487320638086
2019-12-05 20:52:50.284231,896.8506429447664,462.1070810317192,1787.3716372490512
2019-12-06 20:52:50.284231,865.9116271607403,450.1418201292818,1990.7070832877962
2019-12-07 20:52:50.284231,1025.1983741302129,516.3165816485376,1922.892097772492
2019-12-08 20:52:50.284231,1045.986351641191,416.5550437002529,2148.0336320896777
2019-12-09 20:52:50.284231,1020.1482056621975,448.98645766902223,2248.853057240737
2019-12-10 20:52:50.284231,1048.6016333612565,565.6571019093044,1577.4892450920115
2019-12-11 20:52:50.284231,912.4720634814794,610.62776853362,2065.6573270140825
2019-12-12 20:52:50.284231,1150.4145873928235,436.33800380007716,1507.1697253909451
2019-12-13 20:52:50.284231,957.3026561608287,468.63724160567284,2070.2428203487725
2019-12-14 20:52:50.284231,1103.1578079607918,466.3974672451363,2122.663338854336
2019-12-15 20:52:50.284231,887.5105832298271,424.0514053519927,2263.158513442981
2019-12-16 20:52:50.284231,1057.2707196634744,611.9463877392072,1656.9445777164597
2019-12-17 20:52:50.284231,849.4243828403986,580.6273726525491,1904.9410497189417
2019-12-18 20:52:50.284231,1089.3226272465754,598.3878532870351,2353.3644244954617
2019-12-19 20:52:50.284231,1090.1135763613793,501.27294388974286,2280.5480056550623
2019-12-20 20:52:50.284231,1139.1213248696895,469.35958444083997,1650.7062136364757
2019-12-21 20:52:50.284231,1007.5573674214982,546.0927454722635,2035.1843271225907
2019-12-22 20:52:50.284231,1024.1354515410799,502.1600523943516,1627.022141486428
2019-12-23 20:52:50.284231,1125.174868416628,476.0929973004925,1976.885905456895
2019-12-24 20:52:50.284231,986.7549081644411,419.65779769880965,1750.4754133385482
2019-12-25 20:52:50.284231,874.6584998186361,577.3677499357317,2126.5956444852472
2019-12-26 20:52:50.284231,1110.6726036975713,591.8990105929299,1885.8733752710039
2019-12-27 20:52:50.284231,853.3744886252608,439.1019547370537,1764.92051328179
2019-12-28 20:52:50.284231,1086.9506792561256,554.8741202181125,2028.1353144084503
2019-12-29 20:52:50.284231,1261.7126548184615,490.22834203101957,2069.8004329176993
2019-12-30 20:52:50.284231,1064.1997775173927,461.74981124949227,2106.7898848307295
2019-12-31 20:52:50.284231,898.6359601991652,472.9445984260126,2061.9651084414572
2020-01-01 20:52:50.284231,1069.8973247226893,511.7341288776965,2230.3214989761464
2020-01-02 20:52:50.284231,880.924093356606,566.4677010916611,2105.2437821079225
2020-01-03 20:52:50.284231,932.6363168054021,506.6989944647557,1850.685594623907
2020-01-04 20:52:50.284231,1091.2542417646005,487.85697152973637,2016.4324920370716
2020-01-05 20:52:50.284231,1093.1811776083434,515.4016846121747,2052.240394004084
2020-01-06 20:52:50.284231,1095.1715717595378,484.6513362416907,1737.9997469820382
2020-01-07 20:52:50.284231,1034.1670686210614,538.4009537374565,2223.7282875451074
2020-01-08 20:52:50.284231,1184.458166583311,540.3016807765575,1731.2163409105842
2020-01-09 20:52:50.284231,898.5382197930336,492.32366591201964,1985.5673146521076
2020-01-10 20:52:50.284231,934.5451338564125,604.0801316668661,2136.142341243612
2020-01-11 20:52:50.284231,909.2460956077158,448.85027523189524,2166.2302761361057
2020-01-12 20:52:50.284231,984.6992018453197,537.946171692739,1891.6338241360993
2020-01-13 20:52:50.284231,1035.5920678974494,510.95343803873317,2313.759081295706
2020-01-14 20:52:50.284231,1027.4395592050032,599.9531385784416,2365.6031705352816
2020-01-15 20:52:50.284231,1148.0755281513093,492.4026150099738,2050.8982054303733
2020-01-16 20:52:50.284231,1091.301472213697,437.8223449772061,2152.6461786239506
2020-01-17 20:52:50.284231,989.6042038518741,467.3270157142582,2301.594579230392
2020-01-18 20:52:50.284231,1096.1060199718718,585.5482505061434,2047.4492128740428
2020-01-19 20:52:50.284231,1008.8906327281048,544.2176140612777,2067.8135746257767
2020-01-20 20:52:50.284231,952.9268963158329,543.3733051898425,1845.4497163766675
2020-01-21 20:52:50.284231,903.6051525735832,481.8566461603326,1984.832333792429
2020-01-22 20:52:50.284231,1112.2477638215903,481.8121575483161,2006.4480191681723
2020-01-23 20:52:50.284231,1005.330140763342,447.08339801427314,1730.2533949105036
2020-01-24 20:52:50.284231,953.0681429467793,544.6594568215249,1771.085854377709
2020-01-25 20:52:50.284231,1110.0422343939615,507.4414995908648,1869.721758822847
2020-01-26 20:52:50.284231,988.5293810051114,603.6989118297399,2393.3182431291807
2020-01-27 20:52:50.284231,891.0493894481795,551.1776194676811,1765.6612921751494
2020-01-28 20:52:50.284231,1043.6486686542619,492.9819128878684,1816.1643679409513
2020-01-29 20:52:50.284231,1239.02585405555,551.0992654219345,2343.7627969816836
2020-01-30 20:52:50.284231,996.9193740477222,539.6370291151682,2051.2396767005603
2020-01-31 20:52:50.284231,1052.1002195242825,480.0453115448624,1804.000222992428
2020-02-01 20:52:50.284231,1209.5316546625809,416.1708784549552,2056.801576098589
2020-02-02 20:52:50.284231,994.8831804836713,532.5936213437315,2109.5174242962794
2020-02-03 20:52:50.284231,835.7652651668756,544.9289452969455,2107.296393118845
2020-02-04 20:52:50.284231,1266.741204135416,570.2241968092744,2010.4044511301333
2020-02-05 20:52:50.284231,1001.8740695895294,616.4613318547845,1856.3370769831909
2020-02-06 20:52:50.284231,1247.0536978377372,466.65265470597177,2095.7987323785874
2020-02-07 20:52:50.284231,862.3988034656011,520.520442465573,2088.2689788783523
2020-02-08 20:52:50.284231,1039.8651044470844,491.2721280267052,1888.4070204423372
2020-02-09 20:52:50.284231,951.6840300773156,355.90881864764356,1917.46633314294
2020-02-10 20:52:50.284231,1010.5560554946953,507.98102997667087,2174.212016665018
2020-02-11 20:52:50.284231,923.0776459584143,574.2545843348919,1971.0695378955365
2020-02-12 20:52:50.284231,1105.0102680871696,461.9485505256082,1810.6130358071405
2020-02-13 20:52:50.284231,1078.6830201255182,481.8253373360623,1970.1469704209453
2020-02-14 20:52:50.284231,1128.3354267897346,539.3558095024964,1904.8135682531733
2020-02-15 20:52:50.284231,1022.6211274891618,463.13599675699265,1687.629453333544
2020-02-16 20:52:50.284231,1031.7688587841258,475.0858490515948,1971.8101683381522
2020-02-17 20:52:50.284231,1187.9528846530898,559.5991699827616,1714.5400711757534
2020-02-18 20:52:50.284231,977.4957657908758,447.7956116104794,1864.5430468520951
2020-02-19 20:52:50.284231,1001.8725587001632,550.085926448384,1689.1280651887237
2020-02-20 20:52:50.284231,1126.2478892640108,462.02989710748835,2018.5334828543332
2020-02-21 20:52:50.284231,1010.4220004692696,550.5377713593771,2021.2589932803335
2020-02-22 20:52:50.284231,1043.544596488014,566.3245855439602,2167.83970430939
2020-02-23 20:52:50.284231,908.6223091706362,491.5553043917868,2246.5183359016005
2020-02-24 20:52:50.284231,1061.2686950109826,521.3370065488687,2001.870531942357
2020-02-25 20:52:50.284231,998.8464280499206,450.9921641370938,1889.4357491714281
2020-02-26 20:52:50.284231,1010.0616947992334,522.8381189761351,2058.056383248627
2020-02-27 20:52:50.284231,831.347486911553,455.83274451979156,2263.045885671341
2020-02-28 20:52:50.284231,1012.1390258015759,437.56766265075237,1719.7193642629945
2020-02-29 20:52:50.284231,1073.5777069730382,513.3985741287377,2053.919553548751
2020-03-01 20:52:50.284231,921.2114507606316,412.2771027705344,1823.7517648937303
2020-03-02 20:52:50.284231,968.480563480181,484.04471567817706,2109.1865566820215
2020-03-03 20:52:50.284231,1141.8116721668516,448.94387234630057,2139.8000038371424
2020-03-04 20:52:50.284231,1048.990344355701,478.12521287656546,1511.7086332789215
2020-03-05 20:52:50.284231,988.4904926673987,516.5795171283438,2317.18818119417
2020-03-06 20:52:50.284231,915.8021577380906,405.49728414249705,1837.5227467011914
2020-03-07 20:52:50.284231,1074.9411876506651,535.681720186416,2308.4039883307714
2020-03-08 20:52:50.284231,1021.276312433335,479.79918684964093,2026.5749666661698
2020-03-09 20:52:50.284231,1039.0092158112964,443.4400839029998,1987.413510350797
2020-03-10 20:52:50.284231,788.9563796198572,508.953038299697,2218.376812403205
2020-03-11 20:52:50.284231,958.902645179303,498.8282995535917,1715.3807133593518
2020-03-12 20:52:50.284231,1018.4376033943806,461.71096986278957,1664.696330942657
2020-03-13 20:52:50.284231,976.758960269196,481.48257066929636,2068.2630883616384
2020-03-14 20:52:50.284231,926.4793891653817,427.229518138588,2370.267523616103
2020-03-15 20:52:50.284231,843.5762275878975,430.75948140933656,2008.8763936653156
2020-03-16 20:52:50.284231,1004.5145814838085,448.37074959361144,2010.2942297273298
2020-03-17 20:52:50.284231,1036.4273934105256,506.8410430348984,2124.4854656069647
2020-03-18 20:52:50.284231,1099.3910669657816,478.22191843418426,1939.2862880203566
2020-03-19 20:52:50.284231,850.917575670364,426.8279684814328,1881.5337838090902
2020-03-20 20:52:50.284231,1266.7710303093381,470.0545457466968,2274.427921534675
2020-03-21 20:52:50.284231,857.4338953292582,524.6528166844319,1857.025811816807
2020-03-22 20:52:50.284231,1013.0724573431348,403.2324844631145,2081.8042278874395
2020-03-23 20:52:50.284231,997.6505315475173,548.6308430157756,2266.7784067210855
2020-03-24 20:52:50.284231,934.6975387860551,475.62967062470074,2334.3453991198235
2020-03-25 20:52:50.284231,1084.4279741170526,499.0839088943259,1732.5391989914144
2020-03-26 20:52:50.284231,884.0339868234762,617.5435708555941,1914.8778009462471
2020-03-27 20:52:50.284231,1032.1596691446407,498.03777186758265,2350.94455009531
2020-03-28 20:52:50.284231,1019.6988096874159,527.4654900022006,2017.3238969285785
2020-03-29 20:52:50.284231,843.4189567937281,413.48960673009185,2131.4896323543135
2020-03-30 20:52:50.284231,1118.3736087815623,517.0135147022258,1854.9497319795473
2020-03-31 20:52:50.284231,968.6793880869569,509.8173225211277,1754.2726197722557
2020-04-01 20:52:50.284231,1116.39467320546,577.2740386140514,1573.3846378939643
2020-04-02 20:52:50.284231,1140.248353611999,517.7149294684876,1963.3838445811703
2020-04-03 20:52:50.284231,1086.3182296178377,484.72643963666826,1886.9611586759363
2020-04-04 20:52:50.284231,1002.320942463787,460.40528925855534,1760.7223413233762
2020-04-05 20:52:50.284231,976.540907947907,505.56092346421195,2568.155053543132
2020-04-06 20:52:50.284231,1061.9560795038242,573.7772686559429,2377.313062025157
2020-04-07 20:52:50.284231,900.5607810993431,592.6409446214988,1997.3530039166942
2020-04-08 20:52:50.284231,1235.7122019321896,498.56169731278237,2126.666352332448
2020-04-09 20:52:50.284231,960.537325648126,469.4514437851048,1972.1862477607524
2020-04-10 20:52:50.284231,1053.2486844258324,489.88053997433906,2031.3545382391499
2020-04-11 20:52:50.284231,1000.9225069840992,386.66516417900414,1992.1706563094015
2020-04-12 20:52:50.284231,959.881210619789,399.02575152174654,2289.93514812831
2020-04-13 20:52:50.284231,1198.521102136551,442.2830043202785,1813.595066024063
2020-04-14 20:52:50.284231,976.6041099390724,431.8288807553913,2144.7556464764475
2020-04-15 20:52:50.284231,1136.7570736455,417.58806256586377,2174.9200872693727
2020-04-16 20:52:50.284231,1020.0652855583619,427.60354001899185,1805.903073317011
2020-04-17 20:52:50.284231,995.7062585182213,448.61947841373103,2108.989543690497
2020-04-18 20:52:50.284231,1074.758560739519,501.0385870922936,2018.3551828778723
2020-04-19 20:52:50.284231,939.3244695699223,463.15603034538543,2110.317022317878
2020-04-20 20:52:50.284231,1073.018008324093,405.1881428211927,1699.1794463798992
2020-04-21 20:52:50.284231,934.5091325897502,387.5210214737191,1570.6653462274926
2020-04-22 20:52:50.284231,999.2249932398576,464.56143084280654,2056.1019045318867
2020-04-23 20:52:50.284231,946.2247276811709,435.06334023668455,1697.4614215861889
2020-04-24 20:52:50.284231,875.4895840005037,475.9137432796949,1896.5576372084945
2020-04-25 20:52:50.284231,1050.869129610103,492.1290250907383,2039.2231891532194
2020-04-26 20:52:50.284231,1033.4083090260058,495.3126920653317,2283.65542570068
2020-04-27 20:52:50.284231,921.78614055936,568.5851373436212,2361.604404769808
2020-04-28 20:52:50.284231,924.5103078117204,467.72416798176783,1626.5946725461447
2020-04-29 20:52:50.284231,1101.4094934329955,538.6834323768248,1898.2058354246085
2020-04-30 20:52:50.284231,947.5715147524938,493.17103651183845,1934.6784829656779
2020-05-01 20:52:50.284231,977.4696632618816,605.4827623642598,2072.8946750327186
2020-05-02 20:52:50.284231,1004.2158449127585,500.43254096808045,1783.9200196287711
2020-05-03 20:52:50.284231,895.6326815866905,554.3522996399212,1956.1189811547245
2020-05-04 20:52:50.284231,1088.6552714302666,498.5557751717852,2192.4065212305513
2020-05-05 20:52:50.284231,1041.2892374506685,473.1550133221849,1967.1381221668644
2020-05-06 20:52:50.284231,922.6865307777856,450.3666562238376,2024.355653615767
2020-05-07 20:52:50.284231,1030.853427975168,596.5141192159492,2006.3519173687437
2020-05-08 20:52:50.284231,1161.2345000839318,462.0150773092828,2015.4699160804887
2020-05-09 20:52:50.284231,1231.8899651614972,433.25056225398674,2019.4319115909123
2020-05-10 20:52:50.284231,1072.4114584944127,452.3553378139813,1977.2684888919864
2020-05-11 20:52:50.284231,1071.3284493874833,534.0184370610739,1889.8039525869128
2020-05-12 20:52:50.284231,1265.602502785791,460.0851544322343,1864.623833094555
2020-05-13 20:52:50.284231,1162.5411993685532,516.8713909119687,2178.6203309706534
2020-05-14 20:52:50.284231,994.0646646930968,397.7927787850145,2133.020520368613
2020-05-15 20:52:50.284231,903.9136403492494,575.0985350214726,2312.4618068454165
2020-05-16 20:52:50.284231,1016.4516490023057,425.6546470865062,1959.3244371272408
2020-05-17 20:52:50.284231,970.8242407483273,541.9800719368927,2050.0770171499594
2020-05-18 20:52:50.284231,1077.988513290265,447.76095825873307,2115.459140340184
2020-05-19 20:52:50.284231,1005.096519143476,556.0867523138741,1860.325492138804
2020-05-20 20:52:50.284231,723.0468515207494,503.8290504069908,2228.9534210576967
2020-05-21 20:52:50.284231,964.9274081244631,512.34088890162,2157.7556921974697
2020-05-22 20:52:50.284231,968.1862725989358,531.7634153994713,2244.1695671331872
2020-05-23 20:52:50.284231,993.8175503612047,513.0855753027769,2035.1222167031742
2020-05-24 20:52:50.284231,964.7819290248432,465.24540755833465,1581.6633177604226
2020-05-25 20:52:50.284231,1133.9620228229612,538.6923574597071,1822.908744331608
2020-05-26 20:52:50.284231,910.8534692591529,552.3326719311998,1957.0862904950359
2020-05-27 20:52:50.284231,946.2695186423712,508.59086280192616,2088.0292433732047
2020-05-28 20:52:50.284231,1163.210935359576,498.0975135442767,1696.3357402610798
2020-05-29 20:52:50.284231,991.3051468695529,483.88412081156,1708.93161342011
2020-05-30 20:52:50.284231,1007.6836925099057,464.0931412517881,2338.0443579896687
2020-05-31 20:52:50.284231,997.974783815512,512.0342167518685,2110.0893719507358
2020-06-01 20:52:50.284231,987.6554240122471,483.3367532241456,2344.82002036203
2020-06-02 20:52:50.284231,1001.321201775885,538.9927404532543,2013.483537879939
2020-06-03 20:52:50.284231,988.5241160123221,461.1876080988456,2015.0293726254383
2020-06-04 20:52:50.284231,1071.1000260232058,524.0374685742494,2398.500650041459
2020-06-05 20:52:50.284231,1121.9457457585575,504.6835485153899,1903.4813687426388
2020-06-06 20:52:50.284231,940.2368774802968,529.1373412308166,1702.303263720807
2020-06-07 20:52:50.284231,904.548703154771,494.15918023630314,1623.100464798843
2020-06-08 20:52:50.284231,948.7705991765814,473.78064010258095,2070.917190384297
2020-06-09 20:52:50.284231,988.3287427657332,481.31587552838806,2235.0618292432528
2020-06-10 20:52:50.284231,852.8408688819536,361.39788549489265,2133.44650931811
2020-06-11 20:52:50.284231,1081.8523642975383,511.3106145107032,1844.999028161134
2020-06-12 20:52:50.284231,1066.2750930621894,451.65038204720287,2080.436369585364
2020-06-13 20:52:50.284231,958.1459369953582,513.9934707767154,2149.5486486670197
2020-06-14 20:52:50.284231,944.0563978254751,449.05047097652925,1991.2117817453923
2020-06-15 20:52:50.284231,1027.198609718333,531.452187331341,2040.9850181567872
2020-06-16 20:52:50.284231,843.926105218306,511.2546655624043,1967.967981475686
2020-06-17 20:52:50.284231,966.3012952413961,570.2606782728026,2273.8410205428586
2020-06-18 20:52:50.284231,1137.0391934247225,427.4371618636178,2244.0862577791327
2020-06-19 20:52:50.284231,1103.7736259220226,566.6234887830001,2046.5614895465435
2020-06-20 20:52:50.284231,1028.4892291883475,534.1246563120653,2007.3746234114003
2020-06-21 20:52:50.284231,1099.6219426455032,507.1337376160722,2412.1851231740025
2020-06-22 20:52:50.284231,950.0489257835744,519.8006120837043,1907.935674410211
2020-06-23 20:52:50.284231,1132.5990092645338,410.3346986507994,2002.6183320389005
2020-06-24 20:52:50.284231,835.5450182258752,510.9956081174798,1942.827046128432
2020-06-25 20:52:50.284231,955.5405106681216,478.3571396069638,2041.7534879189695
2020-06-26 20:52:50.284231,1115.0401643883413,424.43290956770966,1909.3675342930565
2020-06-27 20:52:50.284231,865.0381207474326,470.5399775794814,2058.1271122666926
2020-06-28 20:52:50.284231,985.521586825176,590.1948314751336,1710.4077838178928
2020-06-29 20:52:50.284231,884.4369304494112,511.3133645186851,2272.3616490611066
2020-06-30 20:52:50.284231,886.041327469052,524.647302792775,2221.243307767603
2020-07-01 20:52:50.284231,1027.463489432133,558.6962489619309,2008.8301850584555
2020-07-02 20:52:50.284231,982.1569473741268,535.361622829665,2088.449752808857
2020-07-03 20:52:50.284231,1162.9574283800166,529.887641885275,2072.532774967025
2020-07-04 20:52:50.284231,899.4991011734285,446.6881069885781,2220.6543801492994
2020-07-05 20:52:50.284231,1014.7465570388273,425.0076954147514,1886.1059862640175
2020-07-06 20:52:50.284231,926.9147233094309,532.7296336282465,1649.708994033519
2020-07-07 20:52:50.284231,940.0313240791959,529.7600539906109,2289.612033341447
2020-07-08 20:52:50.284231,1043.2726865147795,552.9046652927285,1893.0388474932581
2020-07-09 20:52:50.284231,885.2085246931105,530.5395229831774,2040.266617335779
2020-07-10 20:52:50.284231,1132.3658240614573,492.47360561285353,2023.0506268757051
2020-07-11 20:52:50.284231,1115.9429646002952,460.6492119707206,2023.552526098006
2020-07-12 20:52:50.284231,1116.1614123596503,505.2826981136302,1855.34659157463
2020-07-13 20:52:50.284231,954.7787580573629,533.3317772774227,2060.645905294667
2020-07-14 20:52:50.284231,1016.767743136402,429.34711724995185,1698.3152470474236
2020-07-15 20:52:50.284231,789.2643895990267,549.9071618642168,2038.543010631871
2020-07-16 20:52:50.284231,918.9877724855598,550.4156486686097,2191.73669987111
2020-07-17 20:52:50.284231,919.7037200234901,451.0070532798084,1628.539117628388
2020-07-18 20:52:50.284231,999.3851016182167,492.52462073396924,2132.208618139107
2020-07-19 20:52:50.284231,1086.763074377072,479.4725954012923,2193.7986841819056
2020-07-20 20:52:50.284231,895.1918462323529,515.1971485949203,1869.0547830512774
2020-07-21 20:52:50.284231,1096.465141612988,550.3144833571604,1744.4397433492766
2020-07-22 20:52:50.284231,1092.7389296820425,561.7688169677951,1829.6225595799986
2020-07-23 20:52:50.284231,931.6578510266455,525.1301434953976,2001.1876572178287
2020-07-24 20:52:50.284231,966.0496607330651,492.0354098638171,1814.2979969177907
2020-07-25 20:52:50.284231,1127.248896154614,510.3172996248489,1845.6263095439313
2020-07-26 20:52:50.284231,986.9194462309576,460.9947519759906,2094.559659998168
2020-07-27 20:52:50.284231,756.0278149990145,463.4604236441814,1623.9590652374338
2020-07-28 20:52:50.284231,1084.9692575423294,421.38376498945735,1764.0551055962037
2020-07-29 20:52:50.284231,991.1682974631714,535.694317553198,1782.2162208925126
2020-07-30 20:52:50.284231,1080.6214889105443,504.85939678556247,2011.9541114661079
2020-07-31 20:52:50.284231,884.8464224332408,559.8830362719023,1969.5304533274782
2020-08-01 20:52:50.284231,1038.7912042086714,470.7761401694405,2471.448991717077
2020-08-02 20:52:50.284231,1234.674467413944,534.2488820558591,1427.443543531531
2020-08-03 20:52:50.284231,1151.8688350301727,592.2612808458338,1772.1517944504649
2020-08-04 20:52:50.284231,996.5203453712905,560.3943987538811,1969.6132097781579
2020-08-05 20:52:50.284231,1000.0134458028774,530.6445386846073,2033.2982484241038
2020-08-06 20:52:50.284231,1041.308486949465,378.91517910599504,2194.081523940167
2020-08-07 20:52:50.284231,1067.5607744481324,547.6503957039172,2294.84676129445
2020-08-08 20:52:50.284231,952.767925436961,445.8266807303948,2188.5222255426306
2020-08-09 20:52:50.284231,1046.5267351316058,423.53310750097,1832.6978871290055
2020-08-10 20:52:50.284231,1093.1143455061042,486.5597445416486,1966.9884449780616
2020-08-11 20:52:50.284231,1122.4203682845498,504.0431339883983,1681.4859441508622
2020-08-12 20:52:50.284231,935.5864876910417,590.7616058163946,1880.8850563507735
2020-08-13 20:52:50.284231,751.262795214456,505.1544118583857,2062.1033100634113
2020-08-14 20:52:50.284231,1080.0310544035046,464.74055544808766,1822.228542196025
2020-08-15 20:52:50.284231,943.6250764563548,535.1298162053833,1386.6810583457693
2020-08-16 20:52:50.284231,1124.8494877398484,407.8767933844682,2452.891215087307
2020-08-17 20:52:50.284231,1072.8863984857949,558.2298493656269,2180.221498315871
2020-08-18 20:52:50.284231,1122.1629717581468,553.6975065999335,2251.9955745439415
2020-08-19 20:52:50.284231,995.5316133429667,381.021437265999,2019.6108976952228
2020-08-20 20:52:50.284231,1007.453699510373,568.2786576808167,1902.4555733000211
2020-08-21 20:52:50.284231,1045.8864671887816,462.151841960384,1948.4806986710166
2020-08-22 20:52:50.284231,885.5686172288925,557.2398763407025,1572.7891752581909
2020-08-23 20:52:50.284231,916.4817425698891,488.13008432415154,1668.4293647687098
2020-08-24 20:52:50.284231,887.5545722196537,490.4995355227394,2013.1878890706255
2020-08-25 20:52:50.284231,1007.275481222004,539.4155752386297,2449.304483839347
2020-08-26 20:52:50.284231,963.5338450756474,500.8891395311443,1930.3987345252262
2020-08-27 20:52:50.284231,1080.996491284982,562.52410325223,2302.9366678539623
2020-08-28 20:52:50.284231,1048.952931798969,448.6436124696917,2279.1658030476337
2020-08-29 20:52:50.284231,932.3085225446619,491.85636413896555,2019.2778279042159
2020-08-30 20:52:50.284231,1152.778525253941,535.6328042170023,1648.220459493205
2020-08-31 20:52:50.284231,973.9245205169377,464.5303907081503,2205.5858769771626
2020-09-01 20:52:50.284231,975.5352534022153,544.5685286089366,2120.633035376373
2020-09-02 20:52:50.284231,1032.8028990063021,627.5434717875919,2014.8082714645604
2020-09-03 20:52:50.284231,1109.2783859018148,498.53205543784014,1701.4935895559513
2020-09-04 20:52:50.284231,1143.7345617711715,515.9041552001796,2152.679766077432
